ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	CATEGORY	SUBCATEGORY
28440	æœ∏∂øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	150	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28441	≈ÎøµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	375	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28442	∑…øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	25	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28443	ªÏøµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28500	ªÁ»≠ºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	80000	80000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28504	¿⁄∫˘ºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY | WEAR_WEAPON	NONE	80000	80000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28508	ºˆ«≥ºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY | WEAR_WEAPON	NONE	80000	80000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28512	π´≥˙ºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28530	≈ıøµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28531	¿¸øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28532	∞≠øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28533	¡ˆøµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28534	»∏øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28535	∫πøµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28536	¡÷øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28537	ø™øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28538	≈∏øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28539	»Ê∏∂øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
28540	æœ∏∂øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	180	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28541	≈ÎøµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	450	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28542	∑…øµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	30	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28543	ªÏøµºÆ+5	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28600	≈ıøµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28601	¿¸øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28602	∞≠øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28603	¡ˆøµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28604	»∏øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28605	∫πøµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28606	¡÷øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28607	ø™øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28608	≈∏øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28609	»Ê∏∂øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28610	æœ∏∂øµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28611	≈ÎøµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28612	π´≥˙ºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28613	ªÏøµºÆ+6	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28630	≈ıøµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	7	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28631	¿¸øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	7	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28632	∞≠øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28633	¡ˆøµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28634	»∏øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28635	∫πøµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28636	¡÷øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28637	ø™øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	7	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28638	≈∏øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	7	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28639	»Ê∏∂øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	7	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
28640	æœ∏∂øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	210	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28641	≈ÎøµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	525	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28642	∑…øµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	35	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28643	ªÏøµºÆ+6	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28700	≈ıøµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28701	¿¸øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28702	∞≠øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28703	¡ˆøµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28704	»∏øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28705	∫πøµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28706	¡÷øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28707	ø™øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28708	≈∏øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28709	»Ê∏∂øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28710	æœ∏∂øµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28711	≈ÎøµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28712	π´≥˙ºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28713	ªÏøµºÆ+7	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28730	≈ıøµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	8	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28731	¿¸øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	8	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28732	∞≠øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28733	¡ˆøµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28734	»∏øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28735	∫πøµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28736	¡÷øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28737	ø™øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	8	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28738	≈∏øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	8	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28739	»Ê∏∂øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	8	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
28740	æœ∏∂øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	240	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28741	≈ÎøµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	600	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28742	∑…øµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	40	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28743	ªÏøµºÆ+7	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28800	≈ıøµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28801	¿¸øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28802	∞≠øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28803	¡ˆøµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28804	»∏øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28805	∫πøµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28806	¡÷øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28807	ø™øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28808	≈∏øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28809	»Ê∏∂øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28810	æœ∏∂øµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28811	≈ÎøµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
28812	π´≥˙ºÆ+8	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28813	ªÏøµºÆ+8	ITEM_NONE	0	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
